Price,Title,Condition,Kilometers,Year:,Drivetrain:,Make:,Transmission:,Model:,Fuel Type:,Colour:,Body Type:
"$34,588.00 ","2020 Kia Niro EV SX Touring EV - Leather, Sunroof",Used,"85,825",2020,Front-wheel drive (FWD),Kia,Automatic,Niro EV,Electric,White,"SUV, Crossover"
0,"2022 Hyundai Santa Cruz Preferred AWD, CarPlay + Android, Blind",Used,"22,000",2022,All-wheel drive (AWD),Hyundai,Automatic,Santa Cruz,Gasoline,Grey,Other
0,"2020 GMC Savana Cargo Van 2500 135 6.0L V8 - Rear Camera, Side",Used,"77,000",2020,Rear-wheel drive (RWD),GMC,Automatic,Savana,Gasoline,White,"Minivan, Van"
"$18,253.00 ", 2018 Chevrolet Cruze LT,Used,"118,144",2018,Front-wheel drive (FWD),Chevrolet,Automatic,Cruze,Gasoline,Other,Sedan
"$30,688.00 ","2021 Mazda CX-5 GS AWD Leather, Sunroof, Heated Seats",Used,"75,000",2021,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Red,"SUV, Crossover"
0,"2020 Chevrolet Malibu LT Heated seats, Back-Up Camera, ",Used,"95,255",2020,Front-wheel drive (FWD),Chevrolet,Automatic,Malibu,Gasoline,White,Sedan
0,"2019 Honda Civic Sedan EX Sedan, Auto, Sunroof, Adaptive",Used,"44,000",2019,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Red,Sedan
0,2022 Toyota Corolla LE   BU CAM   BLIND SPOT   LANE DEPARTURE,Used,"25,723",2022,Other,Toyota,Automatic,Corolla,Gasoline,White,Sedan
"$30,888.00 ",2022 Honda Civic Hatchback LX Hatchback - Heated Seats,Used,"27,000",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Black,Hatchback
0,2021 Hyundai Santa Fe Preferred AWD - Heated Seats+Steering,Used,"81,000",2021,All-wheel drive (AWD),Hyundai,Automatic,Santa Fe,Gasoline,Grey,"SUV, Crossover"
0,"2021 Nissan Rogue SV AWD - Panoramic Sunroof, ProPilot Assist",Used,"71,189",2021,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,Blue,"SUV, Crossover"
"$36,888.00 ",2022 Hyundai Kona Electric Preferred w/ Two-Tone Roof - ,Used,"39,000",2022,Front-wheel drive (FWD),Hyundai,Automatic,Kona,Electric,Red,"SUV, Crossover"
"$36,788.00 ","2021 Nissan Rogue Platinum AWD, Leather, Navi, Pano Roof",Used,"47,000",2021,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,Grey,"SUV, Crossover"
0,"2020 Ford Escape Titanium Hybrid - Leather, Sunroof",Used,"20,615",2020,All-wheel drive (AWD),Ford,Automatic,Escape,Hybrid-Electric,White,"SUV, Crossover"
"$30,788.00 ","2021 Hyundai Tucson Preferred AWD, Heated Seats",Used,"31,002",2021,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,Silver,"SUV, Crossover"
"$39,788.00 ",2022 Hyundai Santa Cruz Preferred w/ Trend Package AWD - 2.5T,Used,"56,000",2022,All-wheel drive (AWD),Hyundai,Automatic,Santa Cruz,Gasoline,Beige,Other
0,2021 Mazda CX-5 GT AWD Premium - Heads up Display,Used,"90,000",2021,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Black,"SUV, Crossover"
0,"2020 Ford EcoSport SE 4WD, Sunroof, Camera, Park Sensors",Used,"15,309",2020,4 x 4,Ford,Automatic,EcoSport,Gasoline,Red,"SUV, Crossover"
0,"2017 Mazda MX-5 RF GT, Retractable Hard Top, Leather, Blind",Used,"93,000",2017,Rear-wheel drive (RWD),Mazda,Automatic,MX-5 Miata,Gasoline,Grey,Sedan
0,"2021 Mazda CX-5 GS AWD Leather, Sunroof, Heated Seats",Used,"63,000",2021,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,White,"SUV, Crossover"
0,"2021 GMC Canyon 4WD Denali CREW Leather, Navigation, Twenties",Used,"48,078",2021,4 x 4,GMC,Automatic,Canyon,Gasoline,Black,Pickup Truck
"$35,788.00 ","2020 Ford Escape Titanium Hybrid Leather, Sunroof",Used,"28,106",2020,All-wheel drive (AWD),Ford,Automatic,Escape,Hybrid-Electric,Grey,"SUV, Crossover"
0,"2020 Honda Civic Sedan LX Sedan - Heated Seats, Adaptive",Used,"53,000",2020,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Black,Sedan
"$27,788.00 ",2018 Honda Clarity Plug-In Hybrid Touring Plug-In Hybrid,Used,"100,000",2018,Front-wheel drive (FWD),Honda,Automatic,Other,Hybrid-Electric,White,Sedan
0,"2018 Toyota Prius c - Leather, Sunroof, Navigation, Bluetooth",Used,"61,441",2018,Front-wheel drive (FWD),Toyota,Automatic,Other,Hybrid-Electric,White,Hatchback
0,2022 Chevrolet Bolt EUV LT - Wireless CarPlay+Android,Used,"15,000",2022,Front-wheel drive (FWD),Chevrolet,Automatic,Bolt,Electric,Grey,"SUV, Crossover"
0,"2020 Lincoln Corsair Reserve AWD, Leather, Pano Roof, Navi",Used,"51,000",2020,All-wheel drive (AWD),Lincoln,Automatic,Corsair,Gasoline,Black,"SUV, Crossover"
0,"2018 Honda Civic Sedan SE Sedan - Heated Seats, Adaptive",Used,"76,000",2018,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Grey,Sedan
"$38,688.00 ","2022 Honda Accord Sedan Touring Sedan - Sunroof, Leather",Used,"16,000",2022,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,Red,Sedan
"$21,999.00 ",2017 Kia Sportage LX,Used,"56,025",2017,Front-wheel drive (FWD),Kia,Automatic,Sportage,Gasoline,Silver,"SUV, Crossover"
"$60,392.00MSRP: $63,570.00",2023 Jeep WRANGLER 4-Door SAHARA,New,0,2023,Other,Jeep,Automatic,Wrangler,Gasoline,Silver,"SUV, Crossover"
"$61,000.00 ",2021 Audi Q7 55 3.0T Progressiv quattro 8sp Tiptronic,Used,"25,873",2021,All-wheel drive (AWD),Audi,Automatic,Q7,Other,Black,"SUV, Crossover"
"$55,625.00MSRP: $68,125.00",2023 Ram 1500 Classic WARLOCK,New,0,2023,Other,Ram,Automatic,1500,Gasoline,Silver,Pickup Truck
0,2024 Jeep WRANGLER 4-Door WILLYS,New,0,2024,Other,Jeep,Automatic,Wrangler Unlimited,Gasoline,Black,"SUV, Crossover"
"$4,000.00 ",2012 BMW X1,Used,"167,000",2012,All-wheel drive (AWD),BMW,Automatic,X1,,Blue,"SUV, Crossover"
0,2024 Jeep WRANGLER 4-Door RUBICON X,New,0,2024,Other,Jeep,Automatic,Wrangler Unlimited,Gasoline,Silver,"SUV, Crossover"
"$2,500.00 ",2005 Chevrolet Colorado,Used,"160,000",2005,,Chevrolet,,Colorado,,,Pickup Truck
0,2024 Jeep Wrangler 4xe SAHARA,New,0,2024,Other,Jeep,Automatic,Wrangler Unlimited,Hybrid-Electric,Silver,"SUV, Crossover"
"$15,063.00 ",2015 Dodge Grand Caravan Canada Value Package,Used,"107,439",2015,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Gasoline,Red,Other
0,"2020 Hyundai Venue Trend 1.6T, Auto, Sunroof, Heated Steering +",Used,"36,609",2020,Front-wheel drive (FWD),Hyundai,Automatic,VENUE,Gasoline,Black,"Minivan, Van"
0, 2017 Ford Explorer XLT | NO ACCIDENTS,Used,"130,715",2017,4 x 4,Ford,Automatic,Explorer,Gasoline,Blue,"SUV, Crossover"
"$46,490.00 ",2023 Nissan Rogue Platinum - HUD - Moonroof,Used,"2,153",2023,All-wheel drive (AWD),Nissan,Automatic,Rogue,Gasoline,White,"SUV, Crossover"
"$23,975.00 ","2015 Honda Odyssey EXL DVD, Sunroof, P. Sliding doors, Reverse/ ",Used,"167,676",2015,Front-wheel drive (FWD),Honda,Automatic,Odyssey,Gasoline,Grey,"Minivan, Van"
"$61,061.00 ","2023 Jeep Wrangler Sport Beep, Beep, Demo Jeep!",Used,"2,608",2023,4 x 4,Jeep,Automatic,Wrangler,Gasoline,White,"SUV, Crossover"
0,"2019 Mazda CX-5 Signature Signature, AWD, Nappa Lthr, Bose, L...",Used,"69,250",2019,All-wheel drive (AWD),Mazda,Automatic,CX-5,Gasoline,Red,"SUV, Crossover"
"$17,495.00 ",2017 Ford Escape SE,Used,"113,692",2017,Front-wheel drive (FWD),Ford,Automatic,Escape,Gasoline,Silver,"SUV, Crossover"
"$16,795.00 ",2014 Toyota Venza AWD,Used,"143,696",2014,All-wheel drive (AWD),Toyota,Automatic,Venza,Gasoline,Grey,Wagon
"$12,595.00 ",2015 Mitsubishi RVR GT - 4wd,Used,"147,777",2015,4 x 4,Mitsubishi,Automatic,RVR,Other,Blue,"SUV, Crossover"
"$3,900.00 ",Certified 2010 Infiniti G37x for sale,Used,"277,000",2010,Front-wheel drive (FWD),Infiniti,Automatic,G37x,Gasoline,Blue,Sedan
"$43,998.00 ","2022 Ford Edge Titanium, AWD, Navigation, Leather, Sunroof",Used,"45,000",2022,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Black,"SUV, Crossover"
"$11,495.00 ","SAFETIED, LOW KM, BMW 528xi AWD",Used,"87,000",2008,All-wheel drive (AWD),BMW,Other,5-Series,Gasoline,Silver,Sedan
0,"2020 Mazda CX-30 GT w/ Apple CarPlay & Android Auto, Radar Cruis",Used,"48,254",2020,All-wheel drive (AWD),Mazda,Automatic,CX-30,Other,Blue,"SUV, Crossover"
"$5,199.00 ",2008 Acura TL,Used,"215,000",2008,,Acura,,TL,,,Sedan
"$32,990.00 ",2021 Subaru Outback Limited AWD w/ EyeSight Pkg w/ Apple CarPlay,Used,"59,184",2021,All-wheel drive (AWD),Subaru,Automatic,Outback,Other,Grey,"SUV, Crossover"
"$2,750.00 ",1999 Toyota Camry CE 202 000km SOLD AS IS,Used,"201,998",1999,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,Grey,Sedan
0,"2016 Ram 1500 4WD Quad Cab 140.5""",Used,"256,214",2016,4 x 4,Ram,Automatic,1500,Other,Grey,Pickup Truck
"$26,990.00 ","2016 BMW X3 xDrive28i w/ Rearview Cam, Bluetooth, Nav",Used,"59,787",2016,All-wheel drive (AWD),BMW,Automatic,X3,Other,White,"SUV, Crossover"
0,"2017 Hyundai Tucson 2.0L AWD w/ Bluetooth, Backup Cam, A/C",Used,"117,497",2017,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Other,Silver,"SUV, Crossover"
"$7,990.00 ","2012 SUBARU IMPREZA PREMIUM ~AUTOMATIC, FULLY CERTIFIED WITH WAR",Used,"209,130",2012,All-wheel drive (AWD),Subaru,Automatic,Impreza,Other,Blue,Sedan
0,2022 Dodge Charger GT,Used,"25,617",2022,All-wheel drive (AWD),Dodge,Automatic,Charger,Other,Blue,Sedan
"$28,988.00 ", 2022 Hyundai Kona Preferred,Used,"85,457",2022,All-wheel drive (AWD),Hyundai,Automatic,Kona,Gasoline,White,"SUV, Crossover"
"$28,329.00 ", 2020 Volkswagen Tiguan Trendline,Used,"86,685",2020,All-wheel drive (AWD),Volkswagen,Automatic,Tiguan,Gasoline,Grey,"SUV, Crossover"
"$46,941.00 ", 2021 Ram 1500 Big Horn,Used,"64,520",2021,4 x 4,Ram,Automatic,1500,Gasoline,Red,Pickup Truck
"$38,987.00 ", 2021 Hyundai Palisade Preferred,Used,"71,415",2021,All-wheel drive (AWD),Hyundai,Automatic,Palisade,Gasoline,Red,"SUV, Crossover"
"$74,999.00 ",2023 Jeep Grand Cherokee Summit,Used,205,2023,4 x 4,Jeep,Automatic,Grand Cherokee,Other,Silver,"SUV, Crossover"
"$33,653.00 ", 2019 Ford Mustang I4,Used,"38,787",2019,Rear-wheel drive (RWD),Ford,,Mustang,Gasoline,Blue,Sedan
"$59,999.00 ",2022 Ram 1500 Sport,Used,"36,194",2022,4 x 4,Ram,Automatic,1500,Other,White,Pickup Truck
"$20,567.00 ",2016 Nissan Altima 2.5 SL Tech,Used,"32,702",2016,Front-wheel drive (FWD),Nissan,Automatic,Altima,Gasoline,Grey,Sedan
"$2,000.00 ",Audi A4 2023 - Vorsprung Package- Low Mileage ,Lease Takeover,"14,000",2023,,Audi,,A4,,,Sedan
"$20,000.00 ",2006 Cls 55 amg ,Used,"211,487",2006,,Mercedes-AMG,,CLS,,,Sedan
"$28,999.00 ",2021 Toyota Corolla LE + BLUETOOTH /,Used,"62,474",2021,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Red,Sedan
"$3,900.00 ",Certified 2010 Dodge Grand Caravan SE for sale,Used,"270,000",2010,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Gasoline,Silver,"Minivan, Van"
"$31,990.00 ",2019 Jeep Grand Cherokee Laredo E - Apple CarPlay,Used,"69,843",2019,All-wheel drive (AWD),Jeep,Automatic,Grand Cherokee,Gasoline,Black,"SUV, Crossover"
"$29,995.00 ",2019 Ford Edge Titanium No Accident B&O Navigation Panoramic Roo,Used,"62,540",2019,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,White,"SUV, Crossover"
0,2020 Ford Mustang EcoBoost Premium ECOBOOST PREMIUM!!,Used,"30,488",2020,Rear-wheel drive (RWD),Ford,Automatic,Mustang,Gasoline,Grey,Coupe (2 door)
"$32,996.00 ",2022 Toyota RAV4 LE SNOW TIRES INCLUDED!,Used,"52,907",2022,Front-wheel drive (FWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
"$24,795.00 ",2020 Hyundai Elantra Essential IVT | HEATED SEATS | R-V CAM | HE,Used,"55,012",2020,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$24,795.00 ",2020 Hyundai Elantra Essential IVT | HEATED SEATS | R-V CAM | HE,Used,"55,012",2020,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$32,985.00 ", 2017 Mercedes-Benz Metris Passenger Van 7 PASSENGERS - DUAL SLI,Used,"110,000",2017,Rear-wheel drive (RWD),Mercedes-Benz,Automatic,Other,Gasoline,White,"Minivan, Van"
"$44,985.00 "," 2016 Mercedes-Benz Sprinter 170\"" EXTENDED - HIGH ROOF - DIESEL",Used,"166,000",2016,Rear-wheel drive (RWD),Mercedes-Benz,Automatic,Sprinter Van,Diesel,Yellow,"Minivan, Van"
0," 2018 Mercedes-Benz Sprinter 170\"" EXTENDED - 5 PASSENGERS - 3.0",Used,"220,000",2018,Rear-wheel drive (RWD),Mercedes-Benz,Automatic,Sprinter Van,Diesel,White,"Minivan, Van"
"$31,985.00 ", 2018 Mercedes-Benz Metris Cargo Van DUAL SLIDING DOORS - TOW PK,Used,"160,000",2018,Rear-wheel drive (RWD),Mercedes-Benz,Automatic,Other,Gasoline,Silver,"Minivan, Van"
"$14,800.00 ",2011 Honda Odyssey EX-L,Used,"257,000",2011,Front-wheel drive (FWD),Honda,Automatic,Odyssey,Gasoline,Grey,"Minivan, Van"
"$90,090.00MSRP: $90,090.00", 2023 Ford Mustang Mach-E GT Performance Edition,New,0,2023,All-wheel drive (AWD),Ford,Automatic,Other,Electric,Black,"SUV, Crossover"
"$49,981.00 ",2020 BMW X4 xDrive30i,Used,"40,121",2020,Other,BMW,Automatic,X4,Other,Silver,Coupe (2 door)
"$34,997.00 ",2022 Mazda MX-30 EV GS | Nav | Safety Tech | Charge Cord,Used,"1,400",2022,Front-wheel drive (FWD),Mazda,Automatic,MX-30 EV,Electric,Black,"Minivan, Van"
"$19,998.00 ","2017 Chevrolet Malibu LS, Low Km's, Power Group, Steering Wheel",Used,"31,000",2017,Front-wheel drive (FWD),Chevrolet,Automatic,Malibu,Gasoline,Black,Sedan
"$62,995.00 ", 2022 GMC Yukon SLE,Used,"82,251",2022,4 x 4,GMC,Automatic,Yukon,Other,Grey,Wagon
"$12,990.00 ",2015 Nissan Rogue SL AWD,Used,"179,000",2015,All-wheel drive (AWD),Nissan,,Rogue,Other,Blue,"SUV, Crossover"
"$19,995.00 ",2016 Dodge Grand Caravan,Used,"91,636",2016,Front-wheel drive (FWD),Dodge,,Grand Caravan,Gasoline,Red,Other
"$18,999.00 ", 2014 Toyota Camry LE,Used,"73,999",2014,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,Other,Sedan
"$10,500.00 ",2013 Kia shortage ,,0,0,,,,,,,
"$16,500.00 ",1989 Toyota (6 cyl) Odyssey Motorhome,Used,"160,000",1989,Rear-wheel drive (RWD),Toyota,Automatic,Other Pickups,Gasoline,Beige,Pickup Truck
"$25,950.00 ",2016 Porsche Macan,Used,"194,432",2016,All-wheel drive (AWD),Porsche,Automatic,Macan,Gasoline,Blue,"SUV, Crossover"
"$21,998.00 ","2018 Ford Escape SE- Heated Seats, Blind spot, Adaptive cruse",Used,"55,500",2018,Front-wheel drive (FWD),Ford,Automatic,Escape,Gasoline,White,"SUV, Crossover"
"$1,800.00 ",CROWN VICTORIA,Used,"94,119",1992,Other,Ford,Other,Crown Victoria,Gasoline,Burgundy,Other
"$13,890.00 ","2016 Hyundai Elantra L w/ Am/FM Infotainment System, Power Windo",Used,"79,117",2016,Front-wheel drive (FWD),Hyundai,Manual,Elantra,Other,Black,Sedan
"$32,999.00 ",2021 GMC Terrain SLE,Used,"97,187",2021,All-wheel drive (AWD),GMC,Automatic,Terrain,Other,White,"SUV, Crossover"
"$19,900.00 ",2017 Mitsubishi Outlander,Used,"126,210",2017,4 x 4,Mitsubishi,Automatic,Outlander,Other,Black,"SUV, Crossover"
"$33,900.00 ",2014 Mercedes-Benz Sprinter,Used,"180,859",2014,Rear-wheel drive (RWD),Mercedes-Benz,Automatic,Sprinter Van,Other,White,Other
"$26,890.00 ","2018 Nissan Murano Platinum w/ Apple CarPlay & Android Auro, Cru",Used,"113,502",2018,All-wheel drive (AWD),Nissan,Automatic,Murano,Other,White,"SUV, Crossover"
"$14,000.00 ",2012 Volkswagen GTI,Used,"122,997",2012,,Volkswagen,Manual,GTI,Gasoline,White,Hatchback
"$10,990.00 ","2014 JEEP CHEROKEE 4WD NORTH ~AUTOMATIC, FULLY CERTIFIED WITH WA",Used,"258,866",2014,All-wheel drive (AWD),Jeep,Automatic,Cherokee,Other,Grey,"SUV, Crossover"
"$3,900.00 ",Certified 2011 Ford Fiesta SE for sale,Used,"150,000",2011,Front-wheel drive (FWD),Ford,Automatic,Fiesta,Gasoline,Silver,Hatchback
"$27,500.00 ",Jeep Grand Cherokee,Used,"138,077",2015,4 x 4,Jeep,Automatic,Grand Cherokee,Gasoline,White,"SUV, Crossover"
"$4,800.00 ",2010 Honda Civic Sport - 5 Speed Manual ,Used,"289,000",2010,,Honda,,Civic,,,Sedan
"$45,000.00 ",Limousine  hummer ,Used,"300,000",2004,,AM General,,Hummer,,,Sedan
"$28,440.00 ",2020 Toyota Camry SE Auto,Used,"86,654",2020,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,Silver,Sedan
"$32,639.00 ",2018 Acura MDX Navi SH-AWD,Used,"102,508",2018,All-wheel drive (AWD),Acura,Automatic,MDX,Other,Black,"SUV, Crossover"
"$51,639.00 ",2018 Lexus LS 500 LS 500 L AWD,Used,"95,573",2018,All-wheel drive (AWD),Lexus,Automatic,LS,Other,Other,Sedan
"$18,995.00 ", 2017 Nissan Sentra POWER EQUIPPED SV-MODEL 5 PASSENGER 1.8L - D,Used,"133,000",2017,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Gasoline,White,Sedan
"$39,995.00 ", 2021 Jeep Cherokee LOADED LATITUDE-VERSION 5 PASSENGER 2.0L - T,Used,"60,000",2021,4 x 4,Jeep,Automatic,Cherokee,Gasoline,Grey,"SUV, Crossover"
"$39,995.00 ", 2020 Dodge Ram 1500 GREAT VALUE BIG-HORN-MODEL 5 PASSENGER 5.7L,Used,"156,000",2020,4 x 4,Ram,Automatic,1500,Gasoline,White,Other
0,2016 BMW X3 28I   XDRIVE   PANO   BU CAM   NAV   HTD STEERING,Used,"176,190",2016,Other,BMW,Automatic,X3,Gasoline,Black,"SUV, Crossover"
"$85,995.00 ", 2021 Chevrolet Silverado 2500 3/4 TON LTZ-Z71-MODEL 5 PASSENGER,Used,"35,000",2021,4 x 4,Chevrolet,Automatic,Silverado 2500,Diesel,Red,Other
"$31,995.00 ", 2017 Chevrolet Express 3/4 TON CARGO-MOVING 2 PASSENGER 4.8L - ,Used,"112,000",2017,Rear-wheel drive (RWD),Chevrolet,Automatic,Express,Gasoline,White,Other
"$21,995.00 ", 2015 Lincoln MKC LOADED ALL-WHEEL DRIVE 5 PASSENGER 2.0L - ECO-,Used,"149,000",2015,All-wheel drive (AWD),Lincoln,Automatic,MKC,Gasoline,Purple,"SUV, Crossover"
"$79,995.00 ", 2020 Tesla Model X LOADED LONG-RANGE-EDITION 5 PASSENGER 398-kW,Used,"71,000",2020,All-wheel drive (AWD),Tesla,Automatic,Model X,Electric,White,"SUV, Crossover"
"$35,995.00 ", 2019 GMC Acadia ALL-WHEEL DRIVE SLE-2-MODEL 6 PASSENGER 3.6L - ,Used,"93,000",2019,All-wheel drive (AWD),GMC,Automatic,Acadia,Gasoline,White,"SUV, Crossover"
"$37,995.00 ", 2017 Audi TT ALL-WHEEL DRIVE S-LINE-COUPE-MODEL 4 PASSENGER 2.0,Used,"56,000",2017,All-wheel drive (AWD),Audi,Automatic,TT,Gasoline,Grey,Coupe (2 door)
"$9,999.00 ",2014 Scion XB,Used,"141,000",2014,Front-wheel drive (FWD),Scion,Other,xB,Gasoline,White,Sedan
"$10,900.00 ","CERTIFIED Volkswagen Jetta Trendline +, 5 Speed, Mint",Used,"198,000",2015,Front-wheel drive (FWD),Volkswagen,Manual,Jetta,Gasoline,,Sedan
"$27,995.00 ", 2019 Jeep Cherokee POWER EQUIPPED NORTH-EDITION 5 PASSENGER 3.2,Used,"135,000",2019,4 x 4,Jeep,Automatic,Cherokee,Gasoline,Silver,"SUV, Crossover"
"$23,995.00 ", 2018 Hyundai KONA GREAT KM'S SE-EDITION 5 PASSENGER 2.0L - DOHC,Used,"87,000",2018,Front-wheel drive (FWD),Hyundai,Automatic,Kona,Gasoline,Black,"SUV, Crossover"
"$25,995.00 ", 2017 Ford Edge ALL-WHEEL DRIVE TITANIUM-MODEL 5 PASSENGER 2.0L ,Used,"137,000",2017,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Black,"SUV, Crossover"
"$27,995.00 ", 2021 Hyundai Venue POWER EQUIPPED SEL-MODEL 5 PASSENGER 1.6L - ,Used,"76,000",2021,Front-wheel drive (FWD),Hyundai,Automatic,VENUE,Gasoline,Blue,"SUV, Crossover"
"$46,995.00 ", 2019 Ram 1500 Big Horn/Lone Star,Used,"102,889",2019,4 x 4,Ram,Automatic,1500,Gasoline,Blue,Pickup Truck
0, 2021 Hyundai Elantra Preferred,Used,"78,847",2021,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,Black,"Minivan, Van"
"$35,995.00 ", 2021 Hyundai Santa Fe Preferred,Used,"79,113",2021,All-wheel drive (AWD),Hyundai,Automatic,Santa Fe,Gasoline,Red,"SUV, Crossover"
"$33,995.00 ", 2021 Ford Escape SEL,Used,"78,693",2021,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,Black,"SUV, Crossover"
"$9,500.00 ",2010 Ford Escape 4WD 4dr V6 Auto XLT WITH SAFETY,Used,"208,550",2010,All-wheel drive (AWD),Ford,Automatic,Escape,Other,Black,"SUV, Crossover"
"$113,588.00 ",2022 Chevrolet Corvette 2dr Stingray Conv w/2LT,Used,"1,162",2022,Rear-wheel drive (RWD),Chevrolet,Automatic,Corvette,Other,Blue,Convertible
"$20,998.00 ","2016 Toyota Corolla S Sedan - Heated Seats, Rear Camera",Used,"79,000",2016,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Blue,Sedan
"$18,786.00 ", 2017 FIAT 500X Trekking,Used,"71,050",2017,Front-wheel drive (FWD),Fiat,Automatic,500X,Gasoline,Grey,"SUV, Crossover"
"$54,988.00 ",2017 Cadillac Escalade ESV 4WD 4dr Platinum,Used,"130,524",2017,All-wheel drive (AWD),Cadillac,Automatic,Escalade ESV,Other,Black,"SUV, Crossover"
"$32,898.00 ",2021 Toyota C-HR Limited - $251 B/W,Used,"48,147",2021,Front-wheel drive (FWD),Toyota,Automatic,C-HR,Gasoline,Blue,"SUV, Crossover"
"$29,995.00 ",2022 Honda Civic Sedan Sport | Alloys | Cloth | Sunroof,Used,"35,190",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Red,Sedan
"$33,995.00 ", 2021 Ford Escape SEL,Used,"78,693",2021,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,Black,"SUV, Crossover"
"$9,500.00 ",2010 Ford Escape 4WD 4dr V6 Auto XLT WITH SAFETY,Used,"208,550",2010,All-wheel drive (AWD),Ford,Automatic,Escape,Other,Black,"SUV, Crossover"
"$31,495.00 ",2018 Volkswagen Atlas Highline 3.6 FSI | SUNROOF | HEATED LEATHE,Used,"126,477",2018,All-wheel drive (AWD),Volkswagen,Automatic,Atlas,Gasoline,Black,"SUV, Crossover"
"$93,843.00 ", 2023 INFINITI QX80 ProACTIVE,New,0,2023,4 x 4,Infiniti,Automatic,QX80,Gasoline,Black,"SUV, Crossover"
"$31,495.00 ",2018 Volkswagen Atlas Highline 3.6 FSI | SUNROOF | HEATED LEATHE,Used,"126,477",2018,All-wheel drive (AWD),Volkswagen,Automatic,Atlas,Gasoline,Black,"SUV, Crossover"
"$32,500.00 ",2021 Toyota RAV4 LE No Accident Carplay Blindspot Lane Assist He,Used,"66,679",2021,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,White,"SUV, Crossover"
"$37,995.00 ",2020 Land Rover Range Rover Evoque P250 No Accident Meridian Pan,Used,"64,219",2020,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Gasoline,Black,"SUV, Crossover"
"$17,995.00 ",2017 Ford Focus Electric No Accident Navigation Carplay Ambient ,Used,"75,384",2017,Front-wheel drive (FWD),Ford,Automatic,Focus,Hybrid-Electric,Blue,Hatchback
"$23,399.00 ",2019 Nissan Kicks SV FWD,Used,"46,236",2019,Front-wheel drive (FWD),Nissan,Automatic,Other,Other,Grey,"SUV, Crossover"
"$46,995.00 ", 2020 GMC Acadia ALL-WHEEL-DRIVE SLE-AT4-MODEL 6 PASSENGER 3.6L ,Used,"32,000",2020,All-wheel drive (AWD),GMC,Automatic,Acadia,Gasoline,Grey,"SUV, Crossover"
"$18,995.00 ", 2015 Kia Sorento ALL-WHEEL DRIVE SX-MODEL 7 PASSENGER 3.3L - V6,Used,"158,000",2015,All-wheel drive (AWD),Kia,Automatic,Sorento,Gasoline,Black,"SUV, Crossover"
"$39,995.00 ", 2019 Chevrolet Silverado 1500 GREAT KM'S LD-Z71-MODEL 6 PASSENG,Used,"95,000",2019,4 x 4,Chevrolet,Automatic,Silverado 1500,Gasoline,Red,Other
"$14,995.00 ", 2014 Chevrolet Volt LOADED PREMIUM-EDITION 4 PASSENGER 1.4L - H,Used,"165,000",2014,Front-wheel drive (FWD),Chevrolet,Automatic,Volt,Hybrid-Electric,Brown,Sedan
"$44,995.00 ", 2020 Toyota RAV4 ALL-WHEEL DRIVE LIMITED-EDITION 5 PASSENGER 2.,Used,"83,000",2020,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,White,"SUV, Crossover"
0,2021 Toyota Camry SE | HEATED SEATS/APPLE CARPLAY | ADAPTIVE CRU,Used,"83,985",2021,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,Black,Sedan
